file name ----------------------------  GMUL  i-count  -- total time --   MIPS
2018-06-23-14:08:30_J0001_PERF-ASM.prt   129 1.71e+10  293.51s  4m53.51   58.1
2018-06-23-14:13:45_J0002_PERF-ASM.prt   135 1.79e+10  306.53s  5m06.53   58.2
2018-06-23-14:19:01_J0003_PERF-ASM.prt   136 1.80e+10  307.91s  5m07.91   58.4
2018-06-23-14:24:07_J0004_PERF-ASM.prt   132 1.75e+10  298.50s  4m58.50   58.5
2018-06-23-14:29:19_J0005_PERF-ASM.prt   135 1.79e+10  304.68s  5m04.68   58.6
2018-06-23-14:34:25_J0006_PERF-ASM.prt   132 1.75e+10  298.46s  4m58.46   58.5
2018-06-23-14:39:28_J0007_PERF-ASM.prt   130 1.72e+10  295.40s  4m55.40   58.2
2018-06-23-14:44:39_J0008_PERF-ASM.prt   134 1.77e+10  302.84s  5m02.84   58.5
2018-06-23-14:49:50_J0009_PERF-ASM.prt   134 1.77e+10  303.72s  5m03.72   58.3
2018-06-23-14:55:01_J0010_PERF-ASM.prt   134 1.77e+10  303.99s  5m03.99   58.3
2018-06-23-15:00:09_J0011_PERF-ASM.prt   133 1.76e+10  300.58s  5m00.58   58.5
2018-06-23-15:05:27_J0012_PERF-ASM.prt   137 1.81e+10  309.29s  5m09.29   58.6
2018-06-23-15:10:34_J0013_PERF-ASM.prt   132 1.75e+10  299.53s  4m59.53   58.3
2018-06-23-15:15:38_J0014_PERF-ASM.prt   131 1.73e+10  296.26s  4m56.26   58.5
2018-06-23-15:20:51_J0015_PERF-ASM.prt   135 1.79e+10  304.77s  5m04.77   58.6
2018-06-23-15:26:04_J0016_PERF-ASM.prt   135 1.79e+10  304.67s  5m04.67   58.6
2018-06-23-15:31:12_J0017_PERF-ASM.prt   133 1.76e+10  301.19s  5m01.19   58.4
2018-06-23-15:36:15_J0018_PERF-ASM.prt   130 1.72e+10  294.54s  4m54.54   58.4
2018-06-23-15:41:28_J0019_PERF-ASM.prt   135 1.79e+10  304.96s  5m04.96   58.5
2018-06-23-15:46:38_J0020_PERF-ASM.prt   134 1.77e+10  302.42s  5m02.42   58.6
s370_perf version: s370_perf V0.9.8  rev 1026  2018-05-27

Tag   Comment                : nr     min     max      tpi   w50%    n-rr   n-rx
T926  L R,m (ig=7)           : 20    14.5    15.1    13.58  2.17%    4.08   1.21
T927  L R,m (ig=8)           : 20    13.9    15.2    13.14  1.56%    3.95   1.17
T928  L R,m (ig=9)           : 20    13.7    14.9    13.04  1.95%    3.92   1.16
T929  L R,m (ig=10)          : 20    13.4    14.3    12.70  2.06%    3.82   1.13
T930  L R,m (ig=12)          : 20    13.0    13.5    12.43  1.71%    3.74   1.11
T931  L R,m (ig=18)          : 20    12.2    13.7    11.92  1.38%    3.59   1.06
T932  L R,m (ig=25)          : 20    11.6    12.3    11.52  2.05%    3.46   1.03
T933  L R,m (ig=36)          : 20    11.4    11.7    11.29  1.50%    3.40   1.01
T952  T700 1st  2            : 20    14.4    15.1     5.60  1.97%    1.68   0.50
T953  T700 1st  3            : 20    20.3    21.3    11.66  2.89%    3.51   1.04
T954  T700 1st  4            : 20    24.5    26.0    16.02  2.19%    4.82   1.43
T955  T700 1st  5            : 20    28.6    30.3    20.51  1.84%    6.17   1.83
T956  T700 1st  6            : 20    34.0    35.8    25.43  1.50%    7.65   2.26
T957  T700 1st  7            : 20    37.4    39.0    29.10  2.22%    8.75   2.59
T958  T700 1st  8            : 20    47.0    48.9    39.02  0.94%   11.73   3.47
T959  T700 1st  9            : 20    47.2    57.8    39.05  2.15%   11.74   3.48
T960  T700 1st 10            : 20    51.3    53.4    43.28  1.99%   13.02   3.85
T961  T700 1st 11            : 20    56.9    59.7    49.23  1.64%   14.80   4.38
T962  T700 1st 12            : 20    70.2    73.8    62.83  2.54%   18.89   5.59
T963  T700 1st 13            : 20    65.1    72.4    57.81  1.97%   17.39   5.15
T964  T700 1st 14            : 20    81.3    83.6    73.02  1.34%   21.96   6.50
T965  T700 1st 15            : 20    76.8    80.5    68.54  0.91%   20.61   6.10
T966  T700 1st 16            : 20   113.8   118.7   106.40  1.86%   32.00   9.47
T967  T700 1st 17            : 20    98.8   114.1    91.42  2.03%   27.49   8.14
T968  T700 1st 18            : 20   135.5   153.1   129.69  2.03%   39.00  11.54
T969  T700 1st 19            : 20   108.0   111.6   100.57  1.40%   30.25   8.95
T970  T700 1st 20            : 20   145.6   165.5   139.41  0.86%   41.93  12.41
T971  T700 1st 21            : 20   117.2   125.0   110.95  2.32%   33.37   9.88
T972  T700 1st 22            : 20   162.3   170.4   158.11  1.13%   47.55  14.08
T973  T700 1st 23            : 20   134.1   140.8   128.39  1.79%   38.61  11.43
T974  T700 1st 24            : 20   174.3   183.4   169.32  0.89%   50.92  15.07
T975  T700 1st 25            : 20   170.7   185.9   165.87  1.31%   49.88  14.77
T976  T700 1st 26            : 20   203.5   212.7   200.79  1.50%   60.38  17.87
T977  T700 1st 27            : 20   203.9   212.2   198.71  1.22%   59.76  17.69
T978  T700 1st 28            : 20   233.3   260.5   230.90  1.92%   69.44  20.55
T979  T700 1st 29            : 20   227.7   237.9   224.00  1.59%   67.36  19.94
T980  T700 1st 30            : 20   260.6   273.6   256.87  2.11%   77.25  22.87
T981  T700 1st 31            : 20   242.3   255.0   238.20  0.91%   71.63  21.20
T982  T700 1st 32            : 20   294.3   318.2   295.22  1.62%   88.78  26.28
T983  T700 1st 33            : 20   267.2   279.9   264.84  1.46%   79.64  23.58
T984  T700 1st 34            : 20   341.2   360.6   340.84  1.49%  102.50  30.34
T985  T700 1st 35            : 20   274.5   284.2   271.32  0.74%   81.59  24.15
T986  T700 1st 36            : 20   364.2   382.4   363.48  1.90%  109.31  32.36
T987  T700 1st 37            : 20   302.1   316.6   300.95  1.22%   90.50  26.79
T988  T700 1st 38            : 20   378.0   417.3   379.05  2.37%  113.99  33.74
T989  T700 1st 39            : 20   323.4   344.4   324.54  1.05%   97.60  28.89
T990  T700 1st 40            : 20   395.3   415.1   395.10  1.98%  118.82  35.17
D170  MVCL (10b)             : 20       -       -    42.16  1.01%   12.68   3.75
D171  MVCL (100b)            : 20       -       -    52.26  2.71%   15.71   4.65
D172  MVCL (250b)            : 20       -       -    65.17  1.90%   19.60   5.80
D173  MVCL (1kb)             : 20       -       -   183.07  1.90%   55.05  16.30
D174  MVCL (4kb)             : 20       -       -   640.76  1.52%  192.69  57.04
D175  MVCL (100b,pad)        : 20       -       -    32.52  2.93%    9.78   2.89
D176  MVCL (1kb,pad)         : 20       -       -    50.51  2.77%   15.19   4.50
D177  MVCL (4kb,pad)         : 20       -       -   139.99  2.35%   42.10  12.46
D178  MVCL (1kb,over1)       : 20       -       -    27.09  2.67%    8.15   2.41
D179  MVCL (1kb,over2)       : 20       -       -   201.32  1.86%   60.54  17.92
D215  DR R,R                 : 20       -       -    19.99  2.31%    6.01   1.78
D216  D R,m                  : 20       -       -    28.62  2.27%    8.61   2.55
D280  CLCL (100b,10b)        : 20       -       -   168.15  1.01%   50.57  14.97
D281  CLCL (4kb,10b)         : 20       -       -   170.88  1.73%   51.39  15.21
D282  CLCL (4kb,100b)        : 20       -       -  1490.84  1.26%  448.34 132.71
D283  CLCL (4kb,250b)        : 20       -       -  3670.52  1.94% 1103.84 326.75
D290  CS R,R,m (eq,eq)       : 20       -       -    49.05  1.86%   14.75   4.37
D291  CS R,R,m (eq,ne)       : 20       -       -    49.72  1.44%   14.95   4.43
D292  CS R,R,m (ne)          : 20       -       -  1867.82  1.07%  561.71 166.27
D295  CDS R,R,m (eq,eq)      : 20       -       -    50.55  1.94%   15.20   4.50
D296  CDS R,R,m (eq,ne)      : 20       -       -    50.62  1.95%   15.22   4.51
D297  CDS R,R,m (ne)         : 20       -       -  1851.34  0.91%  556.75 164.81
D320  BALR R,R               : 20       -       -     8.37  4.45%    2.52   0.74
D321  BALR R,R (far)         : 20       -       -    43.37  2.24%   13.04   3.86
D322  BAL R,R                : 20       -       -    10.66  3.45%    3.21   0.95
D323  BAL R,R (far)          : 20       -       -    25.42  3.61%    7.64   2.26
D324  BASR R,R               : 20       -       -     8.62  2.55%    2.59   0.77
D325  BAS R,R                : 20       -       -    10.49  4.25%    3.15   0.93
D410  ED (10c)               : 20       -       -   208.45  1.04%   62.69  18.56
D411  ED (30c)               : 20       -       -   649.74  1.90%  195.40  57.84
D415  EDMK (10c)             : 20       -       -   212.13  1.75%   63.79  18.88
D426  DP m,m (10d)           : 20       -       -   739.48  2.49%  222.38  65.83
D427  DP m,m (30d)           : 20       -       -  1823.72  1.92%  548.45 162.35
D610  EX R,i (bare, via TM)  : 20       -       -    27.98  1.45%    8.42   2.49
D611  EX R,i (bare, via XI)  : 20       -       -    28.43  2.68%    8.55   2.53
D620  TS m (zero)            : 20       -       -    44.29  1.85%   13.32   3.94
D621  TS m (ones)            : 20       -       -  1827.93  0.85%  549.71 162.72
